Precinct,Krasner,Khan,Untermeyer,El_Shabazz,Negrin,Deni,O_Neill,Write_In,DivNo,Winner,WinPercent
25-23,27.59,27.59,13.79,10.34,10.34,0,10.34,0,2523,Krasner,27.59
25-24,50,22.73,9.09,0,4.55,0,13.64,0,2524,Krasner,50
26-01,25,18.75,20.31,1.56,20.31,3.13,10.94,0,2601,Krasner,25
26-02,24.69,9.88,17.28,0,32.1,0,16.05,0,2602,Negrin,32.1
26-03,18.97,17.24,17.24,0,24.14,3.45,18.97,0,2603,Negrin,24.14
26-04,15.52,3.45,15.52,0,34.48,0,31.03,0,2604,Negrin,34.48
26-05,22.03,13.56,8.47,0,28.81,1.69,25.42,0,2605,Negrin,28.81
26-06,3.6,17.12,9.91,0.9,38.74,5.41,24.32,0,2606,Negrin,38.74
26-07,23.64,10.91,12.73,0,32.73,0,20,0,2607,Negrin,32.73
26-08,19.18,8.22,8.22,0,45.21,2.74,16.44,0,2608,Negrin,45.21
26-09,10.14,11.59,18.84,0,36.23,1.45,21.74,0,2609,Negrin,36.23
26-10,30.95,14.29,7.14,0,42.86,0,4.76,0,2610,Negrin,42.86
26-11,34.48,6.9,8.05,0,32.18,1.15,17.24,0,2611,Krasner,34.48
26-12,36.07,18.03,6.56,3.28,13.11,0,22.95,0,2612,Krasner,36.07
26-13,17.74,20.97,6.45,1.61,37.1,0,16.13,0,2613,Negrin,37.1
26-14,31.08,18.92,8.11,1.35,36.49,0,4.05,0,2614,Negrin,36.49
26-15,14.93,20.9,4.48,1.49,34.33,1.49,22.39,0,2615,Negrin,34.33
26-16,57.89,15.79,7.89,0,10.53,0,7.89,0,2616,Krasner,57.89
26-17,59.3,11.63,5.81,2.33,15.12,2.33,3.49,0,2617,Krasner,59.3
26-18,26.51,24.1,4.82,1.2,27.71,2.41,13.25,0,2618,Negrin,27.71
26-19,32.47,18.18,5.19,0,18.18,5.19,20.78,0,2619,Krasner,32.47
26-20,36.36,22.73,4.55,0,22.73,0,13.64,0,2620,Krasner,36.36
26-21,50,13.64,6.82,4.55,18.18,0,6.82,0,2621,Krasner,50
26-22,41.89,16.22,4.05,4.05,27.03,2.7,4.05,0,2622,Krasner,41.89
26-23,16.67,18.12,6.52,6.52,36.96,2.17,13.04,0,2623,Negrin,36.96
27-01,70.83,19.79,2.08,1.04,5.21,1.04,0,0,2701,Krasner,70.83
27-02,76.33,14.98,1.45,1.45,5.31,0.48,0,0,2702,Krasner,76.33
27-03,82.86,11.43,0,0,5.71,0,0,0,2703,Krasner,82.86
27-04,41.89,14.86,13.51,12.16,13.51,2.7,1.35,0,2704,Krasner,41.89
27-05,73.81,17.86,2.38,2.38,2.38,1.19,0,0,2705,Krasner,73.81
27-06,75.68,14.86,0,5.41,4.05,0,0,0,2706,Krasner,75.68
27-07,77.86,9.16,3.05,6.11,1.53,0.76,1.53,0,2707,Krasner,77.86
27-08,90.91,6.06,0,0,3.03,0,0,0,2708,Krasner,90.91
27-09,72.73,12.99,2.6,3.9,5.19,0,2.6,0,2709,Krasner,72.73
27-10,71.26,14.94,0,3.45,6.9,3.45,0,0,2710,Krasner,71.26
27-11,71.74,15.22,0,2.17,8.7,0,2.17,0,2711,Krasner,71.74
27-12,54.29,11.43,12.86,12.86,7.14,0,1.43,0,2712,Krasner,54.29
27-13,70.24,20.24,0,4.76,4.76,0,0,0,2713,Krasner,70.24
27-14,75.16,13.04,1.86,2.48,4.97,1.86,0.62,0,2714,Krasner,75.16
27-15,65.04,9.76,7.32,7.32,7.32,0.81,2.44,0,2715,Krasner,65.04
27-16,62.92,8.99,7.87,5.62,11.24,0,3.37,0,2716,Krasner,62.92
27-17,50.68,19.18,5.48,10.96,12.33,0,1.37,0,2717,Krasner,50.68
27-18,73.53,14.71,2.94,0,5.88,2.94,0,0,2718,Krasner,73.53
27-19,47.22,22.22,2.78,5.56,16.67,2.78,2.78,0,2719,Krasner,47.22
27-20,65.63,12.5,6.25,3.13,6.25,3.13,3.13,0,2720,Krasner,65.63
27-21,73.08,11.54,0,3.85,11.54,0,0,0,2721,Krasner,73.08
27-22,58.33,13.89,5.56,13.89,5.56,2.78,0,0,2722,Krasner,58.33
27-23,78.32,13.27,0,1.77,5.31,0.44,0.88,0,2723,Krasner,78.32
28-01,18.18,15.15,12.12,33.33,18.18,0,3.03,0,2801,El Shabazz,33.33
28-02,24.24,24.24,13.64,16.67,16.67,1.52,3.03,0,2802,Tie,24.24
28-03,19.72,11.27,12.68,16.9,29.58,1.41,8.45,0,2803,Negrin,29.58
28-04,26.32,8.77,3.51,24.56,31.58,0,5.26,0,2804,Negrin,31.58
28-05,22.22,12.5,18.06,19.44,15.28,1.39,11.11,0,2805,Krasner,22.22
28-06,16.39,16.39,6.56,16.39,37.7,0,6.56,0,2806,Negrin,37.7
28-07,19.15,14.89,12.77,25.53,17.02,4.26,6.38,0,2807,El Shabazz,25.53
28-08,23.53,18.49,13.45,21.01,19.33,0.84,3.36,0,2808,Krasner,23.53
28-09,20.73,20.73,20.73,17.07,17.07,1.22,2.44,0,2809,Tie,20.73
28-10,18.52,12.96,22.22,18.52,22.22,0,5.56,0,2810,Untermeyer,22.22
28-11,15.63,15.63,12.5,32.81,20.31,1.56,1.56,0,2811,El Shabazz,32.81
28-12,13.79,15.52,25.86,36.21,6.9,0,1.72,0,2812,El Shabazz,36.21
28-13,17.57,21.62,12.16,22.97,14.86,0,10.81,0,2813,El Shabazz,22.97
28-14,37.04,7.41,12.96,14.81,25.93,0,1.85,0,2814,Krasner,37.04
28-15,27.27,11.36,6.82,20.45,27.27,2.27,4.55,0,2815,Tie,27.27
28-16,26.79,17.86,7.14,23.21,16.07,1.79,7.14,0,2816,Krasner,26.79
28-17,21.54,24.62,6.15,9.23,13.85,3.08,21.54,0,2817,Khan,24.62
28-18,29.41,10.29,17.65,17.65,11.76,4.41,8.82,0,2818,Krasner,29.41
29-01,59.76,7.32,2.44,3.66,21.95,0,4.88,0,2901,Krasner,59.76
29-02,20.83,25,16.67,8.33,29.17,0,0,0,2902,Negrin,29.17
29-03,63.92,8.23,0.63,6.96,18.99,1.27,0,0,2903,Krasner,63.92
29-04,7.41,22.22,3.7,37.04,29.63,0,0,0,2904,El Shabazz,37.04
29-05,52.94,14.71,5.88,17.65,8.82,0,0,0,2905,Krasner,52.94
29-06,24.32,13.51,5.41,32.43,24.32,0,0,0,2906,El Shabazz,32.43
29-07,20,20,0,20,40,0,0,0,2907,Negrin,40
29-08,24.14,24.14,3.45,10.34,34.48,3.45,0,0,2908,Negrin,34.48
29-09,15.63,6.25,28.13,18.75,31.25,0,0,0,2909,Negrin,31.25
29-10,50.56,15.73,8.99,9.55,8.99,2.81,3.37,0,2910,Krasner,50.56
29-11,47.5,16.25,3.75,12.5,17.5,1.25,1.25,0,2911,Krasner,47.5
29-12,36.29,11.29,4.84,11.29,35.48,0,0.81,0,2912,Krasner,36.29
29-13,20.56,19.63,13.08,16.82,28.97,0.93,0,0,2913,Negrin,28.97
29-14,35.85,9.43,20.75,18.87,11.32,1.89,1.89,0,2914,Krasner,35.85
29-15,37.68,18.84,8.7,21.74,11.59,1.45,0,0,2915,Krasner,37.68
29-16,42.67,13.33,4,25.33,14.67,0,0,0,2916,Krasner,42.67
29-17,43.42,10.53,5.26,10.53,27.63,2.63,0,0,2917,Krasner,43.42
29-18,30.23,8.14,1.16,6.98,53.49,0,0,0,2918,Negrin,53.49
30-01,33.33,39.53,4.65,4.65,15.89,1.16,0.78,0,3001,Khan,39.53
30-02,33.74,47.24,4.91,5.52,4.91,1.84,1.84,0,3002,Khan,47.24
30-03,39.26,47.85,3.07,1.23,7.36,0.61,0.61,0,3003,Khan,47.85
30-04,44.58,34.94,1.2,8.43,9.64,0,1.2,0,3004,Krasner,44.58
30-05,39.39,30.3,4.55,6.82,14.39,1.52,3.03,0,3005,Krasner,39.39
30-06,42.32,35.27,1.66,5.39,12.03,1.24,2.07,0,3006,Krasner,42.32
30-07,48.49,37.65,1.51,1.51,10.24,0.3,0.3,0,3007,Krasner,48.49
30-08,35.04,50,1.18,0.79,11.42,0,1.57,0,3008,Khan,50
30-09,46.73,40.19,0.47,1.87,8.41,0.93,1.4,0,3009,Krasner,46.73
30-10,44.19,33.33,2.33,3.88,10.85,0.78,4.65,0,3010,Krasner,44.19
30-11,45.33,35.33,0.67,4.67,10,1.33,2.67,0,3011,Krasner,45.33
30-12,42.07,34.48,3.45,4.14,12.41,2.76,0.69,0,3012,Krasner,42.07
30-13,47.21,31.98,2.54,7.61,7.61,0.51,2.54,0,3013,Krasner,47.21
30-14,39.04,40.64,1.6,3.21,11.23,3.21,1.07,0,3014,Khan,40.64
30-15,41.35,41.35,2.88,3.85,8.65,0,1.92,0,3015,Tie,41.35
30-16,34,44,2.4,2,13.2,0.4,4,0,3016,Khan,44
30-17,37.26,37.26,6.46,1.9,14.07,1.52,1.52,0,3017,Tie,37.26
31-01,84.81,10.13,0.63,1.27,1.27,0,1.9,0,3101,Krasner,84.81
31-02,54.55,27.27,0,0,18.18,0,0,0,3102,Krasner,54.55
31-03,61.61,25,4.46,0,5.36,2.68,0.89,0,3103,Krasner,61.61
31-04,57.36,24.81,3.1,1.55,6.2,2.33,4.65,0,3104,Krasner,57.36
31-05,48.98,27.21,4.08,0,10.2,0,9.52,0,3105,Krasner,48.98
31-06,63.22,13.79,5.75,2.3,11.49,1.15,2.3,0,3106,Krasner,63.22
31-07,36.5,30.66,5.11,2.19,10.22,2.19,13.14,0,3107,Krasner,36.5
31-08,68.6,12.4,4.96,0.83,7.44,0.83,4.96,0,3108,Krasner,68.6
31-09,78.26,15.65,0,0,5.22,0,0.87,0,3109,Krasner,78.26
31-10,63.77,17.39,1.45,1.45,7.25,2.9,4.35,1.45,3110,Krasner,63.77
31-11,69.57,8.7,2.61,1.74,7.83,2.61,6.96,0,3111,Krasner,69.57
31-12,55.41,25.68,4.05,4.05,6.76,0,4.05,0,3112,Krasner,55.41
31-13,59.5,21.49,2.48,0,6.61,0.83,9.09,0,3113,Krasner,59.5
31-14,48.82,31.5,2.36,0,10.24,0.79,6.3,0,3114,Krasner,48.82
31-15,51.35,23.42,8.11,1.8,10.81,0.9,3.6,0,3115,Krasner,51.35
31-16,46.27,35.07,5.97,0,6.72,0.75,5.22,0,3116,Krasner,46.27
31-17,35.56,38.89,2.22,0,16.67,0,6.67,0,3117,Khan,38.89
31-18,53.76,23.66,2.15,0,6.45,1.08,12.9,0,3118,Krasner,53.76
31-19,36.54,23.08,6.73,0.96,14.42,0,18.27,0,3119,Krasner,36.54
32-01,25,17.5,5,25,25,0,2.5,0,3201,Tie,25
32-02,34.15,12.2,2.44,36.59,9.76,4.88,0,0,3202,El Shabazz,36.59
32-03,24.19,11.29,16.13,22.58,22.58,1.61,1.61,0,3203,Krasner,24.19
32-04,35.19,11.11,12.96,14.81,24.07,0,1.85,0,3204,Krasner,35.19
32-05,78.95,0,5.26,10.53,5.26,0,0,0,3205,Krasner,78.95
32-06,51.02,16.33,16.33,6.12,10.2,0,0,0,3206,Krasner,51.02
32-07,65,17.5,2.5,7.5,5,0,2.5,0,3207,Krasner,65
32-08,44.74,10.53,7.89,26.32,10.53,0,0,0,3208,Krasner,44.74
32-09,46.81,2.13,19.15,19.15,6.38,0,6.38,0,3209,Krasner,46.81
32-10,34.72,13.89,9.72,29.17,11.11,1.39,0,0,3210,Krasner,34.72
32-11,52.11,15.49,8.45,15.49,8.45,0,0,0,3211,Krasner,52.11
32-12,40.74,22.22,11.11,9.26,12.96,0,3.7,0,3212,Krasner,40.74
32-13,28.13,9.38,15.63,25,15.63,0,6.25,0,3213,Krasner,28.13
32-14,34.78,13.04,17.39,30.43,4.35,0,0,0,3214,Krasner,34.78
32-15,19.23,17.31,13.46,21.15,26.92,0,1.92,0,3215,Negrin,26.92
32-16,18.52,9.26,22.22,25.93,20.37,0,3.7,0,3216,El Shabazz,25.93
32-17,12.5,18.75,16.67,27.08,18.75,0,6.25,0,3217,El Shabazz,27.08
32-18,34.09,22.73,4.55,22.73,13.64,0,2.27,0,3218,Krasner,34.09
32-19,20.99,20.99,20.99,18.52,14.81,2.47,1.23,0,3219,Tie,20.99
32-20,17.86,7.14,14.29,44.64,14.29,1.79,0,0,3220,El Shabazz,44.64
32-21,28.57,13.1,11.9,28.57,13.1,0,3.57,1.19,3221,Tie,28.57
32-22,23.33,13.33,11.67,36.67,6.67,1.67,6.67,0,3222,El Shabazz,36.67
32-23,25,11.11,11.11,30.56,19.44,1.39,1.39,0,3223,El Shabazz,30.56
32-24,18.57,21.43,8.57,30,20,1.43,0,0,3224,El Shabazz,30
32-25,28.81,15.25,15.25,30.51,1.69,5.08,3.39,0,3225,El Shabazz,30.51
32-26,19.61,11.76,5.88,35.29,25.49,1.96,0,0,3226,El Shabazz,35.29
32-27,28.95,18.42,7.89,26.32,15.79,0,2.63,0,3227,Krasner,28.95
32-28,15.79,22.11,8.42,29.47,20,1.05,3.16,0,3228,El Shabazz,29.47
32-29,11.36,11.36,2.27,61.36,9.09,0,4.55,0,3229,El Shabazz,61.36
32-30,25.64,7.69,12.82,44.87,6.41,2.56,0,0,3230,El Shabazz,44.87
32-31,32.1,9.88,12.35,25.93,17.28,1.23,1.23,0,3231,Krasner,32.1
33-01,43.33,10,10,10,23.33,3.33,0,0,3301,Krasner,43.33
33-02,32,12,8,4,32,0,12,0,3302,Tie,32
33-03,22.58,22.58,6.45,3.23,29.03,3.23,12.9,0,3303,Negrin,29.03
33-04,36.67,6.67,16.67,16.67,13.33,0,10,0,3304,Krasner,36.67
33-05,27.5,25,20,10,15,2.5,0,0,3305,Krasner,27.5
33-06,36,12,4,4,28,8,8,0,3306,Krasner,36
33-07,16.13,35.48,6.45,19.35,19.35,0,3.23,0,3307,Khan,35.48
33-08,20.83,50,4.17,0,8.33,0,16.67,0,3308,Khan,50
33-09,17.95,38.46,7.69,7.69,17.95,10.26,0,0,3309,Khan,38.46
33-10,25,20,0,15,30,0,10,0,3310,Negrin,30
33-11,20.83,16.67,12.5,20.83,29.17,0,0,0,3311,Negrin,29.17
33-12,20.83,4.17,12.5,8.33,50,0,4.17,0,3312,Negrin,50
33-13,6.25,37.5,15.63,12.5,18.75,3.13,6.25,0,3313,Khan,37.5
33-14,19.23,38.46,3.85,3.85,30.77,0,3.85,0,3314,Khan,38.46
33-15,14.29,28.57,4.76,14.29,33.33,0,4.76,0,3315,Negrin,33.33
33-16,33.33,25,0,16.67,16.67,0,8.33,0,3316,Krasner,33.33
33-17,50,8.33,25,0,16.67,0,0,0,3317,Krasner,50
33-18,13.33,40,13.33,13.33,20,0,0,0,3318,Khan,40
33-19,13.64,54.55,4.55,4.55,22.73,0,0,0,3319,Khan,54.55
33-20,42.86,21.43,0,0,35.71,0,0,0,3320,Krasner,42.86
33-21,40,30,0,10,15,5,0,0,3321,Krasner,40
33-22,27.78,44.44,5.56,11.11,11.11,0,0,0,3322,Khan,44.44
33-23,12.5,6.25,25,0,25,6.25,25,0,3323,Tie,25
33-24,36.36,27.27,0,0,27.27,0,9.09,0,3324,Krasner,36.36
34-01,29.09,18.18,9.09,32.73,9.09,0,1.82,0,3401,El Shabazz,32.73
34-02,29.29,17.17,7.07,25.25,12.12,3.03,6.06,0,3402,Krasner,29.29
34-03,24.36,28.21,3.85,32.05,3.85,1.28,6.41,0,3403,El Shabazz,32.05
34-04,20.27,12.16,12.16,37.84,14.86,1.35,1.35,0,3404,El Shabazz,37.84
34-05,40.28,11.11,4.17,33.33,4.17,1.39,5.56,0,3405,Krasner,40.28
34-06,22.76,18.7,7.32,19.51,12.2,0.81,18.7,0,3406,Krasner,22.76
34-07,28.67,12.59,7.69,34.97,9.09,2.8,4.2,0,3407,El Shabazz,34.97
34-08,35.66,13.99,3.5,38.46,7.69,0.7,0,0,3408,El Shabazz,38.46
34-09,26.92,8.97,7.69,39.74,7.69,1.28,7.69,0,3409,El Shabazz,39.74
34-10,26.17,15.89,13.08,32.71,11.21,0.93,0,0,3410,El Shabazz,32.71
34-11,40.35,13.16,7.89,27.19,9.65,1.75,0,0,3411,Krasner,40.35
34-12,33.33,10.3,7.88,36.36,7.88,1.82,1.82,0.61,3412,El Shabazz,36.36
34-13,44.44,13.49,9.52,19.84,10.32,1.59,0.79,0,3413,Krasner,44.44
34-14,41.94,12.9,5.81,31.61,6.45,0.65,0.65,0,3414,Krasner,41.94
34-15,28.97,9.35,9.35,42.06,9.35,0.93,0,0,3415,El Shabazz,42.06
34-16,32,24,8,16,14,2,4,0,3416,Krasner,32
34-17,28.24,11.76,11.76,37.65,8.24,1.18,1.18,0,3417,El Shabazz,37.65
34-18,36.54,22.12,2.88,23.08,10.58,1.92,2.88,0,3418,Krasner,36.54
34-19,42.68,12.2,4.88,26.83,8.54,2.44,2.44,0,3419,Krasner,42.68
34-20,26.47,11.76,7.84,41.18,11.76,0.98,0,0,3420,El Shabazz,41.18
34-21,36.48,12.58,10.69,27.67,9.43,1.26,1.89,0,3421,Krasner,36.48
34-22,34.43,16.39,8.2,25.41,10.66,3.28,1.64,0,3422,Krasner,34.43
34-23,42.36,13.79,6.9,6.4,26.11,1.97,2.46,0,3423,Krasner,42.36
34-24,37.23,18.09,7.98,19.68,14.89,0,2.13,0,3424,Krasner,37.23
34-25,44.93,22.46,7.25,13.77,7.25,2.17,2.17,0,3425,Krasner,44.93
34-26,33.33,20.37,12.96,29.63,3.7,0,0,0,3426,Krasner,33.33
34-27,37.01,16.54,6.3,25.2,14.17,0,0.79,0,3427,Krasner,37.01
34-28,42.31,13.08,3.85,21.54,12.31,2.31,4.62,0,3428,Krasner,42.31
34-29,32.8,12,8.8,34.4,11.2,0.8,0,0,3429,El Shabazz,34.4
34-30,35.71,17.46,7.94,23.02,15.08,0.79,0,0,3430,Krasner,35.71
34-31,33.08,19.23,11.54,23.85,11.54,0,0.77,0,3431,Krasner,33.08
34-32,32.97,17.58,10.99,24.18,10.99,1.1,2.2,0,3432,Krasner,32.97
34-33,24.24,14.39,5.3,37.88,15.15,0.76,2.27,0,3433,El Shabazz,37.88
34-34,32,24,8.5,17,14,2.5,2,0,3434,Krasner,32
34-35,25.32,18.99,10.13,29.11,13.92,2.53,0,0,3435,El Shabazz,29.11
34-36,34.78,13.04,15.94,24.64,10.14,1.45,0,0,3436,Krasner,34.78
34-37,30.53,15.79,9.47,27.37,11.58,1.05,4.21,0,3437,Krasner,30.53
34-38,38.1,11.11,14.29,20.63,7.94,3.17,4.76,0,3438,Krasner,38.1
34-39,32.81,15.63,8.59,26.56,10.94,3.91,1.56,0,3439,Krasner,32.81
34-40,43.16,11.58,5.26,25.26,13.68,1.05,0,0,3440,Krasner,43.16
34-41,41.45,15.54,8.81,19.17,10.36,2.07,2.59,0,3441,Krasner,41.45
34-42,30.23,25.58,3.49,31.4,3.49,3.49,2.33,0,3442,El Shabazz,31.4
35-01,28.77,24.66,10.96,4.11,21.92,4.11,5.48,0,3501,Krasner,28.77
35-02,33.93,14.29,7.14,16.07,21.43,3.57,3.57,0,3502,Krasner,33.93
35-03,14.04,22.81,17.54,8.77,21.05,3.51,12.28,0,3503,Khan,22.81
35-04,29.27,14.63,12.2,14.63,17.07,0,12.2,0,3504,Krasner,29.27
35-05,19.44,22.22,12.04,4.63,31.48,0.93,9.26,0,3505,Negrin,31.48
35-06,26.92,13.46,3.85,23.08,30.77,0,1.92,0,3506,Negrin,30.77
35-07,34.52,14.29,7.14,10.71,22.62,0,10.71,0,3507,Krasner,34.52
35-08,29.33,22.67,5.33,9.33,22.67,0,10.67,0,3508,Krasner,29.33
35-09,28.75,16.25,17.5,13.75,16.25,1.25,6.25,0,3509,Krasner,28.75
35-10,33.33,20.63,6.35,9.52,26.98,0,3.17,0,3510,Krasner,33.33
35-11,35.09,14.04,14.04,22.81,12.28,0,1.75,0,3511,Krasner,35.09
35-12,21.05,14.04,5.26,26.32,21.05,0,12.28,0,3512,El Shabazz,26.32
35-13,23.73,25.42,18.64,15.25,11.86,1.69,3.39,0,3513,Khan,25.42
35-14,20.45,29.55,13.64,11.36,22.73,0,2.27,0,3514,Khan,29.55
35-15,28.57,17.86,3.57,32.14,14.29,0,3.57,0,3515,El Shabazz,32.14
35-16,24.49,8.16,12.24,24.49,18.37,4.08,8.16,0,3516,Tie,24.49
35-17,11.36,18.18,11.36,20.45,15.91,6.82,15.91,0,3517,El Shabazz,20.45
35-18,36.76,13.24,1.47,19.12,23.53,2.94,2.94,0,3518,Krasner,36.76
35-19,17.46,26.98,7.94,15.87,20.63,1.59,9.52,0,3519,Khan,26.98
35-20,42.31,19.23,5.77,7.69,19.23,0,5.77,0,3520,Krasner,42.31
35-21,31.11,11.11,4.44,35.56,17.78,0,0,0,3521,El Shabazz,35.56
35-22,31.43,25.71,8.57,14.29,17.14,2.86,0,0,3522,Krasner,31.43
35-23,31.15,18.03,13.11,11.48,18.03,1.64,6.56,0,3523,Krasner,31.15
35-24,34.21,23.68,13.16,7.89,13.16,2.63,5.26,0,3524,Krasner,34.21
35-25,38.78,20.41,10.2,22.45,6.12,0,2.04,0,3525,Krasner,38.78
35-26,23.33,13.33,6.67,20,30,3.33,3.33,0,3526,Negrin,30
35-27,24,24,4,24,20,0,4,0,3527,Tie,24
35-28,20,15,40,2.5,15,7.5,0,0,3528,Untermeyer,40
35-29,28.21,30.77,0,12.82,25.64,0,2.56,0,3529,Khan,30.77
35-30,26.92,11.54,23.08,11.54,23.08,3.85,0,0,3530,Krasner,26.92
35-31,16.98,15.09,9.43,22.64,26.42,0,9.43,0,3531,Negrin,26.42
35-32,22.95,16.39,16.39,9.84,24.59,3.28,6.56,0,3532,Negrin,24.59
36-01,47.86,16.24,9.4,6.84,14.53,0.85,4.27,0,3601,Krasner,47.86
36-02,45.45,16.36,8.18,12.73,14.55,1.82,0.91,0,3602,Krasner,45.45
36-03,50,12.69,5.22,9.7,19.4,1.49,1.49,0,3603,Krasner,50
36-04,28.95,17.11,3.95,22.37,25,2.63,0,0,3604,Krasner,28.95
36-05,52.78,14.58,4.86,14.58,11.11,1.39,0.69,0,3605,Krasner,52.78
36-06,55.08,7.63,5.08,13.56,16.1,2.54,0,0,3606,Krasner,55.08
36-07,41.6,20.8,5.6,16,12.8,2.4,0.8,0,3607,Krasner,41.6
36-08,43.4,13.21,10.38,14.15,16.04,1.89,0.94,0,3608,Krasner,43.4
36-09,62.96,14.81,4.63,0.93,14.81,0,1.85,0,3609,Krasner,62.96
36-10,36.36,25.25,9.09,14.14,12.12,3.03,0,0,3610,Krasner,36.36
36-11,26.67,21.11,14.44,23.33,14.44,0,0,0,3611,Krasner,26.67
36-12,49.12,8.77,3.51,10.53,28.07,0,0,0,3612,Krasner,49.12
36-13,41.03,16.67,5.13,19.23,12.82,2.56,2.56,0,3613,Krasner,41.03
36-14,12.77,17.02,10.64,21.28,23.4,2.13,12.77,0,3614,Negrin,23.4
36-15,24.32,14.86,5.41,27.03,25.68,2.7,0,0,3615,El Shabazz,27.03
36-16,26.42,8.49,11.32,19.81,33.96,0,0,0,3616,Negrin,33.96
36-17,34.33,13.43,10.45,28.36,10.45,1.49,1.49,0,3617,Krasner,34.33
36-18,45.95,8.11,9.46,24.32,8.11,1.35,2.7,0,3618,Krasner,45.95
36-19,22.34,20.21,22.34,15.96,18.09,0,1.06,0,3619,Tie,22.34
36-20,52.5,6.25,3.75,15,20,1.25,1.25,0,3620,Krasner,52.5
36-21,35.94,20.31,10.94,26.56,4.69,0,1.56,0,3621,Krasner,35.94
36-22,54.24,6.78,8.47,13.56,16.95,0,0,0,3622,Krasner,54.24
36-23,27.27,13.64,7.58,36.36,10.61,3.03,1.52,0,3623,El Shabazz,36.36
36-24,25.58,13.95,13.95,16.28,27.91,0,2.33,0,3624,Negrin,27.91
36-25,17.19,18.75,12.5,10.94,31.25,3.13,6.25,0,3625,Negrin,31.25
36-26,14.75,18.03,13.11,16.39,19.67,6.56,11.48,0,3626,Negrin,19.67
36-27,21.05,12.28,8.77,7.02,26.32,0,24.56,0,3627,Negrin,26.32
36-28,29.07,10.47,12.79,24.42,18.6,4.65,0,0,3628,Krasner,29.07
36-29,58.56,6.31,0,2.7,30.63,0,1.8,0,3629,Krasner,58.56
36-30,27.87,13.11,9.84,16.39,29.51,3.28,0,0,3630,Negrin,29.51
36-31,46.25,16.25,10,10,16.25,1.25,0,0,3631,Krasner,46.25
36-32,26.8,11.34,11.34,23.71,23.71,0,3.09,0,3632,Krasner,26.8
36-33,34.43,11.48,6.56,18.03,21.31,0,8.2,0,3633,Krasner,34.43
36-34,55.32,20.21,3.19,3.19,11.7,2.13,4.26,0,3634,Krasner,55.32
36-35,41.82,17.58,7.88,15.15,12.12,2.42,3.03,0,3635,Krasner,41.82
36-36,47.06,14.44,2.67,14.44,18.72,0.53,2.14,0,3636,Krasner,47.06
36-37,48.26,23.26,6.4,9.88,8.14,1.74,2.33,0,3637,Krasner,48.26
36-38,44.9,15.31,7.14,11.22,18.37,0,3.06,0,3638,Krasner,44.9
36-39,55.37,10.74,4.96,11.57,10.74,1.65,4.96,0,3639,Krasner,55.37
36-40,45,13.75,3.75,11.88,25,0,0.63,0,3640,Krasner,45
36-41,59.04,14.46,1.2,4.82,19.28,0,1.2,0,3641,Krasner,59.04
37-01,32.35,5.88,8.82,29.41,20.59,0,2.94,0,3701,Krasner,32.35
37-02,44.64,5.36,14.29,14.29,16.07,5.36,0,0,3702,Krasner,44.64
37-03,27.27,18.18,11.36,13.64,29.55,0,0,0,3703,Negrin,29.55
37-04,43.9,19.51,14.63,14.63,2.44,2.44,2.44,0,3704,Krasner,43.9
37-05,25,25,8.33,18.33,20,0,3.33,0,3705,Tie,25
37-06,31.25,12.5,9.38,31.25,15.63,0,0,0,3706,Krasner,31.25
37-07,24,18,32,10,14,0,2,0,3707,Untermeyer,32
37-08,62,6,8,18,6,0,0,0,3708,Krasner,62
37-09,47.37,10.53,18.42,15.79,7.89,0,0,0,3709,Krasner,47.37
37-10,26.25,20,17.5,11.25,20,5,0,0,3710,Krasner,26.25
37-11,52.17,7.25,10.14,18.84,8.7,1.45,1.45,0,3711,Krasner,52.17
37-12,63.27,12.24,6.12,4.08,12.24,0,2.04,0,3712,Krasner,63.27
37-13,15.22,23.91,19.57,13.04,28.26,0,0,0,3713,Negrin,28.26
37-14,48.44,3.13,4.69,23.44,10.94,0,9.38,0,3714,Krasner,48.44
37-15,59.26,11.11,0,22.22,7.41,0,0,0,3715,Krasner,59.26
37-16,26.92,7.69,11.54,23.08,30.77,0,0,0,3716,Negrin,30.77
37-17,67.57,2.7,10.81,8.11,10.81,0,0,0,3717,Krasner,67.57
37-18,68.75,12.5,3.13,0,9.38,6.25,0,0,3718,Krasner,68.75
37-19,35.48,29.03,0,9.68,22.58,3.23,0,0,3719,Krasner,35.48
37-20,16,44,16,8,16,0,0,0,3720,Khan,44
37-21,17.02,38.3,17.02,10.64,17.02,0,0,0,3721,Khan,38.3
38-01,4.6,1.15,3.45,58.62,32.18,0,0,0,3801,El Shabazz,58.62
38-02,23.74,23.74,15.11,12.95,23.74,0.72,0,0,3802,Tie,23.74
38-03,32.04,14.56,5.83,35.92,9.71,0.97,0.97,0,3803,El Shabazz,35.92
38-04,30.65,16.13,11.29,20.97,20.97,0,0,0,3804,Krasner,30.65
38-05,27.5,11.25,5,10,45,1.25,0,0,3805,Negrin,45
38-06,20.19,15.38,10.58,14.42,38.46,0,0.96,0,3806,Negrin,38.46
38-07,19.82,26.13,4.5,14.41,35.14,0,0,0,3807,Negrin,35.14
38-08,23.47,17.35,9.18,16.33,30.61,2.04,1.02,0,3808,Negrin,30.61
38-09,37.32,20.42,4.23,16.2,18.31,2.82,0.7,0,3809,Krasner,37.32
