OBJECTID_1,TotalPop,PctMen,PctWomen,MedAge,MedAgeMen,MedAgeWomen,PctWhite,PctBlack,PctNative,PctAsian,PctPacIsl,PctOther,PctTwoPlus,PctForeignBorn,PctLatino,MedHHincome,PctPoverty,PctEmployed,PctHS,PctAss,PctBac,PctMas,PctProf,PctDoc,Count_,Sum_Krasner,Sum_Khan,Sum_Untermeyer,Sum_El_Shabazz,Sum_Negrin,Sum_Deni,Sum_O_Neill,Sum_Write_In,Sum_Total,Pct_Krasner,Pct_Khan,Pct_Untermeyer,Pct_El_Shabazz,Pct_Negrin,Pct_Deni,Pct_ONeill,Pct_Write_In
190,7712,0.497500000000000,0.502500000000000,46.100000000000001,45.000000000000000,47.000000000000000,0.806146266000000,0.044087137000000,0,0,0,0.040845436000000,0,0.176000000000000,0.046200000000000,85227,0.031100000000000,0.457900000000000,0.306900000000000,0.064600000000000,0.185300000000000,0.080300000000000,0.021500000000000,0.014200000000000,9,68,190,50,3,128,12,127,0,578,11.764705882352940,32.871972318339097,8.650519031141869,0.519031141868512,22.145328719723185,2.076124567474048,21.972318339100347,0.000000000000000
191,2840,0.429600000000000,0.570400000000000,28.000000000000000,33.000000000000000,25.100000000000001,0.167253521000000,0.810211268000000,0,0,0,0.003169014000000,0,0.159200000000000,0.016500000000000,33268,0.389100000000000,0.454200000000000,0.194600000000000,0.015200000000000,0.153900000000000,0.070000000000000,0.008500000000000,0.032200000000000,3,150,50,30,45,33,4,4,0,316,47.468354430379748,15.822784810126583,9.493670886075950,14.240506329113925,10.443037974683545,1.265822784810127,1.265822784810127,0.000000000000000
192,2567,0.494400000000000,0.505600000000000,39.799999999999997,41.700000000000003,36.600000000000001,0.901830931000000,0.012855473000000,0,0,0,0.000000000000000,0,0.030800000000000,0.065800000000000,47308,0.162100000000000,0.427300000000000,0.285800000000000,0.050200000000000,0.113900000000000,0.048100000000000,0.037600000000000,0.005700000000000,3,68,46,15,4,22,1,36,0,192,35.416666666666671,23.958333333333336,7.812500000000000,2.083333333333333,11.458333333333332,0.520833333333333,18.750000000000000,0.000000000000000
193,6528,0.425700000000000,0.574300000000000,32.200000000000003,30.100000000000001,34.200000000000003,0.093596814000000,0.884650735000000,0,0,0,0.000000000000000,0,0.076700000000000,0.010100000000000,54660,0.141300000000000,0.455000000000000,0.177200000000000,0.107000000000000,0.174300000000000,0.076600000000000,0.000000000000000,0.000000000000000,7,276,125,68,207,100,5,8,0,789,34.980988593155892,15.842839036755388,8.618504435994931,26.235741444866921,12.674271229404310,0.633713561470215,1.013941698352345,0.000000000000000
194,4241,0.497300000000000,0.502700000000000,30.100000000000001,28.699999999999999,32.200000000000003,0.514501297000000,0.407922660000000,0,0,0,0.019570856000000,0,0.137700000000000,0.054900000000000,63421,0.281500000000000,0.418500000000000,0.193800000000000,0.021500000000000,0.270400000000000,0.171900000000000,0.096900000000000,0.031200000000000,4,254,127,51,97,104,16,14,0,663,38.310708898944199,19.155354449472100,7.692307692307693,14.630467571644044,15.686274509803921,2.413273001508296,2.111613876319759,0.000000000000000
195,2912,0.455700000000000,0.544300000000000,36.399999999999999,33.799999999999997,39.200000000000003,0.000000000000000,0.995535714000000,0,0,0,0.000000000000000,0,0.020900000000000,0.000000000000000,25581,0.413500000000000,0.308700000000000,0.445000000000000,0.070800000000000,0.057400000000000,0.050100000000000,0.005200000000000,0.009800000000000,3,109,54,20,106,34,4,7,0,334,32.634730538922156,16.167664670658681,5.988023952095809,31.736526946107784,10.179640718562874,1.197604790419162,2.095808383233533,0.000000000000000
196,4686,0.387500000000000,0.612500000000000,35.200000000000003,28.600000000000001,36.299999999999997,0.073836961000000,0.899701238000000,0,0,0,0.000000000000000,0,0.094100000000000,0.020900000000000,46288,0.175400000000000,0.470100000000000,0.307100000000000,0.070600000000000,0.143200000000000,0.073300000000000,0.011300000000000,0.008600000000000,3,160,59,32,138,49,7,10,0,455,35.164835164835168,12.967032967032969,7.032967032967033,30.329670329670328,10.769230769230770,1.538461538461539,2.197802197802198,0.000000000000000
197,3264,0.429800000000000,0.570200000000000,35.700000000000003,33.399999999999999,40.600000000000001,0.055147059000000,0.941789216000000,0,0,0,0.000000000000000,0,0.028500000000000,0.009800000000000,19105,0.491300000000000,0.301200000000000,0.296900000000000,0.045600000000000,0.056500000000000,0.030600000000000,0.000000000000000,0.000900000000000,7,196,74,54,120,96,4,3,0,547,35.831809872029254,13.528336380255942,9.872029250457040,21.937842778793417,17.550274223034734,0.731261425959781,0.548446069469835,0.000000000000000
198,1883,0.482700000000000,0.517300000000000,30.000000000000000,28.000000000000000,32.000000000000000,0.429633563000000,0.494423792000000,0,0,0,0.005841742000000,0,0.090800000000000,0.058400000000000,50625,0.147700000000000,0.375500000000000,0.131000000000000,0.044600000000000,0.229600000000000,0.164500000000000,0.028800000000000,0.013900000000000,2,112,60,25,46,55,5,9,0,312,35.897435897435898,19.230769230769234,8.012820512820513,14.743589743589745,17.628205128205128,1.602564102564102,2.884615384615385,0.000000000000000
199,3545,0.485800000000000,0.514200000000000,35.500000000000000,34.500000000000000,35.700000000000003,0.064315938000000,0.885472496000000,0,0,0,0.016643159000000,0,0.040100000000000,0.040100000000000,18147,0.467400000000000,0.304900000000000,0.271000000000000,0.088900000000000,0.079100000000000,0.015900000000000,0.012800000000000,0.000000000000000,2,88,21,10,39,7,2,0,0,167,52.694610778443121,12.574850299401197,5.988023952095809,23.353293413173652,4.191616766467066,1.197604790419162,0.000000000000000,0.000000000000000
200,7325,0.397500000000000,0.602500000000000,40.700000000000003,37.500000000000000,43.200000000000003,0.013515358000000,0.977883959000000,0,0,0,0.003003413000000,0,0.079500000000000,0.017200000000000,37963,0.223600000000000,0.373400000000000,0.260400000000000,0.050000000000000,0.157900000000000,0.056700000000000,0.009500000000000,0.008300000000000,7,338,131,69,300,94,10,8,1,951,35.541535226077812,13.774973711882229,7.255520504731862,31.545741324921135,9.884332281808621,1.051524710830705,0.841219768664564,0.105152471083070
201,4260,0.444800000000000,0.555200000000000,44.200000000000003,38.899999999999999,46.299999999999997,0.011267606000000,0.942018779000000,0,0,0,0.006807512000000,0,0.060300000000000,0.007500000000000,24925,0.309400000000000,0.400000000000000,0.384200000000000,0.073500000000000,0.082200000000000,0.029900000000000,0.000000000000000,0.006000000000000,4,198,77,43,105,77,4,2,0,506,39.130434782608695,15.217391304347828,8.498023715415020,20.750988142292488,15.217391304347828,0.790513833992095,0.395256916996047,0.000000000000000
202,5909,0.424300000000000,0.575700000000000,36.899999999999999,34.600000000000001,40.399999999999999,0.011000169000000,0.917075647000000,0,0,0,0.033000508000000,0,0.057200000000000,0.053000000000000,40557,0.155100000000000,0.442400000000000,0.287300000000000,0.067300000000000,0.111500000000000,0.041900000000000,0.000000000000000,0.006500000000000,6,350,160,85,183,137,11,17,0,943,37.115588547189823,16.967126193001061,9.013785790031813,19.406150583244962,14.528101802757156,1.166489925768823,1.802757158006363,0.000000000000000
203,2968,0.390200000000000,0.609800000000000,41.399999999999999,30.199999999999999,50.299999999999997,0.220687332000000,0.696765499000000,0,0,0,0.006064690000000,0,0.127400000000000,0.046500000000000,32428,0.302600000000000,0.360200000000000,0.263500000000000,0.072300000000000,0.138100000000000,0.045600000000000,0.003300000000000,0.008900000000000,3,156,73,43,64,102,4,7,0,449,34.743875278396438,16.258351893095767,9.576837416481070,14.253897550111358,22.717149220489976,0.890868596881960,1.559020044543430,0.000000000000000
204,3658,0.487200000000000,0.512800000000000,32.399999999999999,31.300000000000001,34.700000000000003,0.532804811000000,0.300437397000000,0,0,0,0.106068890000000,0,0.070500000000000,0.151700000000000,55375,0.167600000000000,0.568600000000000,0.181400000000000,0.030600000000000,0.340500000000000,0.134100000000000,0.058500000000000,0.012700000000000,4,183,144,23,15,97,8,14,0,484,37.809917355371901,29.752066115702480,4.752066115702480,3.099173553719008,20.041322314049587,1.652892561983471,2.892561983471075,0.000000000000000
205,1492,0.502700000000000,0.497300000000000,34.299999999999997,30.899999999999999,37.600000000000001,0.237265416000000,0.637399464000000,0,0,0,0.004691689000000,0,0.095200000000000,0.042200000000000,33889,0.246000000000000,0.439000000000000,0.203600000000000,0.070700000000000,0.196000000000000,0.130000000000000,0.036300000000000,0.005700000000000,3,102,34,32,57,28,14,7,0,274,37.226277372262771,12.408759124087592,11.678832116788321,20.802919708029197,10.218978102189782,5.109489051094891,2.554744525547446,0.000000000000000
206,4863,0.419700000000000,0.580300000000000,34.399999999999999,34.200000000000003,34.500000000000000,0.253135924000000,0.698128727000000,0,0,0,0.001645075000000,0,0.019100000000000,0.030400000000000,35033,0.302700000000000,0.431600000000000,0.237900000000000,0.063000000000000,0.134200000000000,0.136300000000000,0.018100000000000,0.009500000000000,6,263,65,21,73,160,5,1,0,588,44.727891156462583,11.054421768707483,3.571428571428571,12.414965986394558,27.210884353741498,0.850340136054422,0.170068027210884,0.000000000000000
207,5275,0.535200000000000,0.464800000000000,30.699999999999999,29.300000000000001,32.600000000000001,0.822369668000000,0.067298578000000,0,0,0,0.000000000000000,0,0.116000000000000,0.038100000000000,69737,0.150800000000000,0.600800000000000,0.073000000000000,0.007500000000000,0.402200000000000,0.215400000000000,0.109300000000000,0.041100000000000,3,176,158,25,13,88,12,12,0,484,36.363636363636367,32.644628099173559,5.165289256198347,2.685950413223141,18.181818181818183,2.479338842975207,2.479338842975207,0.000000000000000
208,3122,0.407400000000000,0.592600000000000,39.600000000000001,36.399999999999999,42.700000000000003,0.211402947000000,0.693145420000000,0,0,0,0.004163997000000,0,0.059300000000000,0.032000000000000,25057,0.216800000000000,0.455800000000000,0.350400000000000,0.034900000000000,0.124100000000000,0.056900000000000,0.002200000000000,0.006700000000000,4,287,104,29,74,107,4,12,0,617,46.515397082658019,16.855753646677471,4.700162074554295,11.993517017828200,17.341977309562399,0.648298217179903,1.944894651539709,0.000000000000000
209,2272,0.436200000000000,0.563800000000000,50.100000000000001,46.200000000000003,55.000000000000000,0.911971831000000,0.042253521000000,0,0,0,0.011003521000000,0,0.075700000000000,0.028600000000000,78616,0.065600000000000,0.599900000000000,0.084700000000000,0.039700000000000,0.394900000000000,0.190000000000000,0.074200000000000,0.092900000000000,2,178,217,57,1,98,10,12,0,573,31.064572425828967,37.870855148342059,9.947643979057592,0.174520069808028,17.102966841186738,1.745200698080279,2.094240837696335,0.000000000000000
210,5430,0.545300000000000,0.454700000000000,41.100000000000001,37.799999999999997,45.799999999999997,0.983241252000000,0.000736648000000,0,0,0,0.009760589000000,0,0.164500000000000,0.049700000000000,40891,0.213800000000000,0.453400000000000,0.357600000000000,0.036800000000000,0.144100000000000,0.029500000000000,0.009400000000000,0.000000000000000,5,92,53,27,4,45,7,30,0,258,35.658914728682170,20.542635658914730,10.465116279069768,1.550387596899225,17.441860465116278,2.713178294573643,11.627906976744185,0.000000000000000
211,6941,0.467400000000000,0.532600000000000,30.199999999999999,31.300000000000001,29.500000000000000,0.333525429000000,0.194208327000000,0,0,0,0.132833886000000,0,0.415900000000000,0.202300000000000,36786,0.232200000000000,0.510600000000000,0.357300000000000,0.056100000000000,0.092800000000000,0.044900000000000,0.004000000000000,0.000000000000000,7,43,39,44,29,37,8,25,0,225,19.111111111111111,17.333333333333336,19.555555555555557,12.888888888888889,16.444444444444446,3.555555555555555,11.111111111111111,0.000000000000000
212,2153,0.433800000000000,0.566200000000000,36.700000000000003,37.200000000000003,36.299999999999997,0.226660474000000,0.574547144000000,0,0,0,0.000000000000000,0,0.100300000000000,0.085000000000000,14951,0.336900000000000,0.342800000000000,0.273600000000000,0.047900000000000,0.156200000000000,0.005900000000000,0.037400000000000,0.000000000000000,4,113,55,35,40,48,19,2,0,312,36.217948717948715,17.628205128205128,11.217948717948719,12.820512820512819,15.384615384615385,6.089743589743589,0.641025641025641,0.000000000000000
213,2271,0.455700000000000,0.544300000000000,32.100000000000001,31.300000000000001,32.600000000000001,0.146191105000000,0.781153677000000,0,0,0,0.029942756000000,0,0.015000000000000,0.070500000000000,27418,0.280100000000000,0.344300000000000,0.314900000000000,0.082700000000000,0.128100000000000,0.038000000000000,0.000000000000000,0.000000000000000,5,91,48,38,47,71,4,2,0,301,30.232558139534881,15.946843853820598,12.624584717607974,15.614617940199334,23.588039867109632,1.328903654485050,0.664451827242525,0.000000000000000
214,3242,0.470100000000000,0.529900000000000,30.899999999999999,32.500000000000000,30.600000000000001,0.111659469000000,0.867982727000000,0,0,0,0.013263418000000,0,0.023400000000000,0.047500000000000,14975,0.525600000000000,0.271400000000000,0.307800000000000,0.030500000000000,0.075000000000000,0.030000000000000,0.000000000000000,0.002900000000000,6,80,35,20,42,46,3,4,0,230,34.782608695652172,15.217391304347828,8.695652173913043,18.260869565217391,20.000000000000000,1.304347826086957,1.739130434782609,0.000000000000000
215,3800,0.507900000000000,0.492100000000000,31.800000000000001,32.799999999999997,30.699999999999999,0.782631579000000,0.106052632000000,0,0,0,0.037105263000000,0,0.078900000000000,0.122400000000000,83924,0.070000000000000,0.805800000000000,0.132400000000000,0.034000000000000,0.385400000000000,0.204600000000000,0.080800000000000,0.035600000000000,4,477,246,27,11,82,13,13,0,869,54.890678941311855,28.308400460299193,3.107019562715765,1.265822784810127,9.436133486766400,1.495972382048332,1.495972382048332,0.000000000000000
216,4490,0.514500000000000,0.485500000000000,42.100000000000001,36.200000000000003,45.799999999999997,0.542538976000000,0.114253898000000,0,0,0,0.019153675000000,0,0.615600000000000,0.029000000000000,33054,0.239200000000000,0.511800000000000,0.373100000000000,0.056700000000000,0.162600000000000,0.043800000000000,0.015900000000000,0.000000000000000,4,19,24,20,5,24,3,14,0,109,17.431192660550458,22.018348623853214,18.348623853211009,4.587155963302752,22.018348623853214,2.752293577981652,12.844036697247708,0.000000000000000
217,4206,0.487600000000000,0.512400000000000,36.399999999999999,33.500000000000000,38.500000000000000,0.844983357000000,0.021398003000000,0,0,0,0.000000000000000,0,0.505500000000000,0.048000000000000,35580,0.154500000000000,0.442200000000000,0.346400000000000,0.101900000000000,0.148100000000000,0.065700000000000,0.015800000000000,0.012600000000000,4,25,25,23,5,19,3,14,0,114,21.929824561403507,21.929824561403507,20.175438596491226,4.385964912280701,16.666666666666664,2.631578947368421,12.280701754385964,0.000000000000000
218,3259,0.453200000000000,0.546800000000000,33.399999999999999,32.600000000000001,35.000000000000000,0.002761583000000,0.948757288000000,0,0,0,0.007364222000000,0,0.000000000000000,0.044200000000000,31297,0.348000000000000,0.344300000000000,0.359800000000000,0.087700000000000,0.074800000000000,0.048300000000000,0.009300000000000,0.000000000000000,4,103,75,33,83,32,4,7,0,337,30.563798219584569,22.255192878338278,9.792284866468842,24.629080118694365,9.495548961424333,1.186943620178042,2.077151335311573,0.000000000000000
219,5479,0.450600000000000,0.549400000000000,30.899999999999999,31.100000000000001,30.800000000000001,0.355539332000000,0.388392042000000,0,0,0,0.121372513000000,0,0.319400000000000,0.300200000000000,34295,0.269900000000000,0.414100000000000,0.332800000000000,0.052000000000000,0.102800000000000,0.032200000000000,0.003500000000000,0.010600000000000,3,30,21,13,14,27,1,5,0,111,27.027027027027028,18.918918918918919,11.711711711711711,12.612612612612612,24.324324324324326,0.900900900900901,4.504504504504505,0.000000000000000
220,3997,0.423100000000000,0.576900000000000,27.699999999999999,23.500000000000000,29.199999999999999,0.203652740000000,0.572179134000000,0,0,0,0.117588191000000,0,0.231400000000000,0.216400000000000,39234,0.149100000000000,0.492400000000000,0.284700000000000,0.053600000000000,0.109000000000000,0.012300000000000,0.025000000000000,0.001800000000000,3,56,39,29,26,19,5,7,0,181,30.939226519337016,21.546961325966851,16.022099447513813,14.364640883977900,10.497237569060774,2.762430939226519,3.867403314917127,0.000000000000000
221,5107,0.461500000000000,0.538500000000000,43.700000000000003,47.100000000000001,42.200000000000003,0.661249266000000,0.089289211000000,0,0,0,0.015860584000000,0,0.304500000000000,0.047400000000000,67589,0.073200000000000,0.550400000000000,0.330200000000000,0.072700000000000,0.180000000000000,0.063100000000000,0.022100000000000,0.008300000000000,5,43,62,76,15,55,10,55,0,316,13.607594936708860,19.620253164556960,24.050632911392405,4.746835443037975,17.405063291139243,3.164556962025316,17.405063291139243,0.000000000000000
222,5233,0.472000000000000,0.528000000000000,41.299999999999997,39.500000000000000,43.399999999999999,0.801261227000000,0.099942672000000,0,0,0,0.011083509000000,0,0.433000000000000,0.052600000000000,29810,0.186100000000000,0.373800000000000,0.318500000000000,0.028300000000000,0.240200000000000,0.082300000000000,0.020000000000000,0.000000000000000,5,29,60,135,6,61,4,33,0,328,8.841463414634147,18.292682926829269,41.158536585365852,1.829268292682927,18.597560975609756,1.219512195121951,10.060975609756099,0.000000000000000
223,6923,0.493700000000000,0.506300000000000,27.800000000000001,26.500000000000000,29.199999999999999,0.259858443000000,0.203668930000000,0,0,0,0.358803987000000,0,0.253800000000000,0.685400000000000,28663,0.425900000000000,0.324000000000000,0.297100000000000,0.051300000000000,0.029600000000000,0.008300000000000,0.014300000000000,0.000000000000000,5,90,34,16,30,43,7,3,0,223,40.358744394618832,15.246636771300448,7.174887892376682,13.452914798206278,19.282511210762333,3.139013452914798,1.345291479820628,0.000000000000000
224,6503,0.518400000000000,0.481600000000000,32.100000000000001,29.000000000000000,36.399999999999999,0.805166846000000,0.036444718000000,0,0,0,0.048592957000000,0,0.150400000000000,0.109000000000000,44307,0.227100000000000,0.422100000000000,0.390100000000000,0.098100000000000,0.052900000000000,0.031200000000000,0.009300000000000,0.005200000000000,7,35,65,48,8,58,7,67,0,288,12.152777777777777,22.569444444444446,16.666666666666664,2.777777777777778,20.138888888888889,2.430555555555556,23.263888888888889,0.000000000000000
225,4697,0.420700000000000,0.579300000000000,28.100000000000001,23.399999999999999,34.299999999999997,0.398978071000000,0.103896104000000,0,0,0,0.393229721000000,0,0.095400000000000,0.847600000000000,11648,0.589200000000000,0.230800000000000,0.200100000000000,0.098600000000000,0.002400000000000,0.000000000000000,0.000000000000000,0.000000000000000,5,11,28,16,5,57,4,1,1,123,8.943089430894309,22.764227642276420,13.008130081300814,4.065040650406504,46.341463414634148,3.252032520325204,0.813008130081301,0.813008130081301
226,4699,0.512000000000000,0.488000000000000,35.899999999999999,34.600000000000001,38.000000000000000,0.934879762000000,0.027878272000000,0,0,0,0.000000000000000,0,0.067000000000000,0.034900000000000,61774,0.068300000000000,0.482700000000000,0.415000000000000,0.051000000000000,0.196800000000000,0.049800000000000,0.010900000000000,0.009100000000000,6,43,49,26,7,66,12,52,0,255,16.862745098039216,19.215686274509807,10.196078431372548,2.745098039215686,25.882352941176475,4.705882352941177,20.392156862745097,0.000000000000000
227,3551,0.462700000000000,0.537300000000000,37.200000000000003,34.600000000000001,41.100000000000001,0.873275134000000,0.088707406000000,0,0,0,0.016333427000000,0,0.057400000000000,0.060300000000000,42474,0.162200000000000,0.463500000000000,0.506200000000000,0.052300000000000,0.094200000000000,0.078800000000000,0.000000000000000,0.003800000000000,3,21,29,21,6,44,8,37,0,166,12.650602409638553,17.469879518072290,12.650602409638553,3.614457831325301,26.506024096385545,4.819277108433735,22.289156626506024,0.000000000000000
228,3266,0.531800000000000,0.468200000000000,29.500000000000000,25.899999999999999,32.399999999999999,0.466013472000000,0.088487446000000,0,0,0,0.411818739000000,0,0.116700000000000,0.775600000000000,21375,0.554800000000000,0.247100000000000,0.326000000000000,0.047600000000000,0.004800000000000,0.000000000000000,0.000000000000000,0.000000000000000,3,15,6,5,5,34,1,1,0,67,22.388059701492537,8.955223880597014,7.462686567164178,7.462686567164178,50.746268656716417,1.492537313432836,1.492537313432836,0.000000000000000
229,1248,0.455100000000000,0.544900000000000,20.500000000000000,20.300000000000001,20.699999999999999,0.619391026000000,0.118589744000000,0,0,0,0.053685897000000,0,0.095400000000000,0.061700000000000,70268,0.038700000000000,0.286100000000000,0.229600000000000,0.118500000000000,0.059300000000000,0.259300000000000,0.133300000000000,0.066700000000000,11,570,192,113,159,161,18,27,1,1241,45.930701047542307,15.471394037066883,9.105560032232072,12.812248186946013,12.973408541498790,1.450443190975020,2.175664786462530,0.080580177276390
230,3532,0.368100000000000,0.631900000000000,35.399999999999999,43.200000000000003,33.299999999999997,0.906568516000000,0.004813137000000,0,0,0,0.000000000000000,0,0.083800000000000,0.010800000000000,57099,0.151800000000000,0.622600000000000,0.031100000000000,0.004900000000000,0.463000000000000,0.205600000000000,0.179100000000000,0.048500000000000,2,200,77,9,4,46,8,3,0,347,57.636887608069166,22.190201729106629,2.593659942363113,1.152737752161383,13.256484149855908,2.305475504322767,0.864553314121038,0.000000000000000
231,2863,0.460400000000000,0.539600000000000,29.199999999999999,28.199999999999999,29.600000000000001,0.530562347000000,0.325532658000000,0,0,0,0.007334963000000,0,0.107200000000000,0.024800000000000,38125,0.204000000000000,0.557500000000000,0.092400000000000,0.048200000000000,0.314700000000000,0.177700000000000,0.025400000000000,0.090400000000000,3,380,73,12,43,28,7,2,0,545,69.724770642201833,13.394495412844037,2.201834862385321,7.889908256880735,5.137614678899083,1.284403669724771,0.366972477064220,0.000000000000000
232,3516,0.440800000000000,0.559200000000000,39.899999999999999,30.399999999999999,43.000000000000000,0.023606371000000,0.889931741000000,0,0,0,0.019340159000000,0,0.000600000000000,0.004000000000000,24207,0.455600000000000,0.234100000000000,0.348900000000000,0.070100000000000,0.041200000000000,0.012300000000000,0.000000000000000,0.000000000000000,4,150,45,21,97,35,2,5,0,355,42.253521126760560,12.676056338028168,5.915492957746479,27.323943661971832,9.859154929577464,0.563380281690141,1.408450704225352,0.000000000000000
233,2559,0.517000000000000,0.483000000000000,30.399999999999999,30.800000000000001,30.000000000000000,0.796014068000000,0.084407972000000,0,0,0,0.003516999000000,0,0.101600000000000,0.027400000000000,53621,0.206900000000000,0.637400000000000,0.046000000000000,0.060100000000000,0.335900000000000,0.271400000000000,0.140300000000000,0.057700000000000,2,262,140,38,10,50,6,12,0,518,50.579150579150578,27.027027027027028,7.335907335907336,1.930501930501930,9.652509652509652,1.158301158301158,2.316602316602316,0.000000000000000
234,5338,0.430500000000000,0.569500000000000,19.699999999999999,19.800000000000001,19.699999999999999,0.366616710000000,0.462345448000000,0,0,0,0.072311727000000,0,0.084500000000000,0.148000000000000,31000,0.454600000000000,0.301600000000000,0.432700000000000,0.028600000000000,0.106500000000000,0.005700000000000,0.000000000000000,0.000000000000000,5,79,28,27,34,39,5,1,0,213,37.089201877934272,13.145539906103288,12.676056338028168,15.962441314553990,18.309859154929580,2.347417840375587,0.469483568075117,0.000000000000000
235,1466,0.450900000000000,0.549100000000000,32.299999999999997,30.899999999999999,35.100000000000001,0.064802183000000,0.887448840000000,0,0,0,0.000000000000000,0,0.070300000000000,0.025200000000000,13482,0.550500000000000,0.211500000000000,0.303700000000000,0.045000000000000,0.040600000000000,0.039500000000000,0.012100000000000,0.000000000000000,3,78,36,13,50,26,4,3,0,210,37.142857142857146,17.142857142857142,6.190476190476191,23.809523809523807,12.380952380952381,1.904761904761905,1.428571428571429,0.000000000000000
236,3959,0.505400000000000,0.494600000000000,33.399999999999999,33.100000000000001,34.100000000000001,0.080575903000000,0.891891892000000,0,0,0,0.004546603000000,0,0.033600000000000,0.004300000000000,14328,0.597300000000000,0.238900000000000,0.298700000000000,0.052400000000000,0.038100000000000,0.062600000000000,0.000000000000000,0.000000000000000,7,125,59,56,101,43,6,6,0,396,31.565656565656564,14.898989898989898,14.141414141414140,25.505050505050502,10.858585858585860,1.515151515151515,1.515151515151515,0.000000000000000
237,3298,0.482400000000000,0.517600000000000,28.300000000000001,25.199999999999999,34.500000000000000,0.020012129000000,0.927531837000000,0,0,0,0.000000000000000,0,0.000000000000000,0.002700000000000,14836,0.488700000000000,0.210100000000000,0.284400000000000,0.039600000000000,0.037000000000000,0.003700000000000,0.000000000000000,0.000000000000000,5,146,51,21,68,40,7,8,0,341,42.815249266862168,14.956011730205280,6.158357771260997,19.941348973607038,11.730205278592376,2.052785923753666,2.346041055718475,0.000000000000000
238,1303,0.508800000000000,0.491200000000000,43.399999999999999,44.299999999999997,41.500000000000000,0.189562548000000,0.720644666000000,0,0,0,0.000000000000000,0,0.173400000000000,0.055300000000000,49293,0.089800000000000,0.573300000000000,0.270000000000000,0.065600000000000,0.149200000000000,0.094100000000000,0.020000000000000,0.010500000000000,2,124,65,37,36,28,3,30,0,323,38.390092879256969,20.123839009287924,11.455108359133128,11.145510835913312,8.668730650154799,0.928792569659443,9.287925696594428,0.000000000000000
239,6385,0.503700000000000,0.496300000000000,35.799999999999997,35.700000000000003,36.000000000000000,0.126389977000000,0.831793265000000,0,0,0,0.012059514000000,0,0.199500000000000,0.057200000000000,46129,0.201800000000000,0.457900000000000,0.309600000000000,0.051700000000000,0.117600000000000,0.106700000000000,0.013400000000000,0.022000000000000,5,223,53,32,80,53,9,73,0,523,42.638623326959845,10.133843212237094,6.118546845124283,15.296367112810708,10.133843212237094,1.720841300191205,13.957934990439771,0.000000000000000
240,991,0.381400000000000,0.618600000000000,30.600000000000001,26.699999999999999,31.500000000000000,0.074672048000000,0.863773966000000,0,0,0,0.001009082000000,0,0.045400000000000,0.030300000000000,19972,0.387500000000000,0.338000000000000,0.361400000000000,0.051200000000000,0.135300000000000,0.026400000000000,0.016500000000000,0.000000000000000,1,29,10,2,13,14,1,5,0,74,39.189189189189186,13.513513513513514,2.702702702702703,17.567567567567568,18.918918918918919,1.351351351351351,6.756756756756757,0.000000000000000
241,3241,0.527000000000000,0.473000000000000,32.299999999999997,32.299999999999997,32.299999999999997,0.641160136000000,0.110151188000000,0,0,0,0.000000000000000,0,0.274900000000000,0.084500000000000,51842,0.228800000000000,0.573900000000000,0.061600000000000,0.022200000000000,0.311400000000000,0.233400000000000,0.149900000000000,0.096200000000000,4,253,205,36,8,128,6,10,0,646,39.164086687306501,31.733746130030958,5.572755417956656,1.238390092879257,19.814241486068113,0.928792569659443,1.547987616099071,0.000000000000000
242,2316,0.610500000000000,0.389500000000000,31.500000000000000,32.700000000000003,28.699999999999999,0.431347150000000,0.345423143000000,0,0,0,0.032383420000000,0,0.164900000000000,0.174400000000000,40673,0.424000000000000,0.331200000000000,0.158700000000000,0.018000000000000,0.191600000000000,0.080700000000000,0.089200000000000,0.034000000000000,1,54,30,7,3,12,0,3,0,109,49.541284403669728,27.522935779816514,6.422018348623854,2.752293577981652,11.009174311926607,0.000000000000000,2.752293577981652,0.000000000000000
243,4422,0.504500000000000,0.495500000000000,39.899999999999999,37.700000000000003,43.100000000000001,0.808005427000000,0.070330167000000,0,0,0,0.045906829000000,0,0.148300000000000,0.099500000000000,56845,0.056500000000000,0.463100000000000,0.383900000000000,0.076500000000000,0.189500000000000,0.031400000000000,0.005000000000000,0.002500000000000,6,37,47,43,5,73,5,123,0,333,11.111111111111111,14.114114114114114,12.912912912912914,1.501501501501501,21.921921921921921,1.501501501501501,36.936936936936938,0.000000000000000
244,3366,0.487200000000000,0.512800000000000,40.100000000000001,35.399999999999999,40.799999999999997,0.141711230000000,0.713012478000000,0,0,0,0.002673797000000,0,0.266800000000000,0.013100000000000,32416,0.239800000000000,0.451600000000000,0.342900000000000,0.048000000000000,0.110300000000000,0.040100000000000,0.009700000000000,0.000000000000000,4,83,34,18,50,40,5,32,0,262,31.679389312977097,12.977099236641221,6.870229007633588,19.083969465648856,15.267175572519085,1.908396946564886,12.213740458015266,0.000000000000000
245,4025,0.530700000000000,0.469300000000000,30.699999999999999,33.000000000000000,30.300000000000001,0.105838509000000,0.703602484000000,0,0,0,0.033291925000000,0,0.276500000000000,0.095200000000000,24922,0.433100000000000,0.336600000000000,0.342100000000000,0.102600000000000,0.073900000000000,0.011200000000000,0.008400000000000,0.000000000000000,4,30,26,19,33,13,4,25,0,150,20.000000000000000,17.333333333333336,12.666666666666668,22.000000000000000,8.666666666666668,2.666666666666667,16.666666666666664,0.000000000000000
