DistName,County,Precinct,King,Smucker,WriteIn,Total,KingPct,SmuckPct,WIPct,Wolf,Wagner,Glover,Krawchuk,Write In,Total,WolfPct,WagnerPct,KingWolfdiff,Clinton,Trump,Castle,Stein,Johnson,Write In,Total,ClintonPct,TrumpPct,KingClintDiff
L5705,Lancaster,Manheim Twp - 5th Dist,449,426,0,875,51.31,48.69,0.00,482,381,1,11,0,875,55.09,43.54,-3.77,455,471,8,9,43,18,1004,45.32,46.91,6.00
L5706,Lancaster,Manheim Twp - 6th Dist,474,551,0,1025,46.24,53.76,0.00,532,466,5,14,1,1018,52.26,45.78,-6.02,503,596,9,13,29,21,1171,42.95,50.90,3.29
L5707.1,Lancaster,Manheim Twp - 7th Dist - 41st,184,78,0,262,70.23,29.77,0.00,182,70,2,7,1,262,69.47,26.72,0.76,186,97,,1,14,9,307,60.59,31.60,9.64
L5707.2,Lancaster,Manheim Twp - 7th Dist - 96th,113,45,0,158,71.52,28.48,0.00,113,43,2,1,0,159,71.07,27.04,0.45,126,75,3,3,6,5,218,57.80,34.40,13.72
L5708,Lancaster,Manheim Twp - 8th Dist,334,271,2,607,55.02,44.65,0.33,364,225,5,14,0,608,59.87,37.01,-4.84,378,308,4,4,26,14,734,51.50,41.96,3.53
L5709,Lancaster,Manheim Twp - 9th Dist,371,315,0,686,54.08,45.92,0.00,402,264,6,12,3,687,58.52,38.43,-4.43,370,376,10,11,48,7,822,45.01,45.74,9.07
L5710,Lancaster,Manheim Twp - 10th Dist,521,447,0,968,53.82,46.18,0.00,542,396,9,12,2,961,56.40,41.21,-2.58,502,535,5,17,25,25,1109,45.27,48.24,8.56
L5711,Lancaster,Manheim Twp - 11th Dist,381,197,0,578,65.92,34.08,0.00,397,161,6,8,3,575,69.04,28.00,-3.13,388,252,1,5,21,9,676,57.40,37.28,8.52
L5712,Lancaster,Manheim Twp - 12th Dist,347,313,0,660,52.58,47.42,0.00,376,267,6,5,0,654,57.49,40.83,-4.92,332,360,4,6,21,10,733,45.29,49.11,7.28
L5713,Lancaster,Manheim Twp - 13th Dist,544,608,1,1153,47.18,52.73,0.09,594,532,5,15,1,1147,51.79,46.38,-4.61,559,647,6,13,39,27,1291,43.30,50.12,3.88
L5714,Lancaster,Manheim Twp - 14th Dist,365,361,1,727,50.21,49.66,0.14,411,301,4,10,0,726,56.61,41.46,-6.41,368,396,9,5,34,17,829,44.39,47.77,5.82
L5715,Lancaster,Manheim Twp - 15th Dist,505,367,2,874,57.78,41.99,0.23,531,319,3,15,3,871,60.96,36.62,-3.18,468,462,6,7,41,17,1001,46.75,46.15,11.03
L5716,Lancaster,Manheim Twp - 16th Dist,794,729,0,1523,52.13,47.87,0.00,855,633,6,19,1,1514,56.47,41.81,-4.34,751,820,11,10,39,26,1657,45.32,49.49,6.81
L5717,Lancaster,Manheim Twp - 17th Dist,474,295,2,771,61.48,38.26,0.26,505,247,7,9,2,770,65.58,32.08,-4.11,519,399,4,12,28,15,977,53.12,40.84,8.36
L5718,Lancaster,Manheim Twp - 18th Dist,411,331,0,742,55.39,44.61,0.00,435,285,6,14,0,740,58.78,38.51,-3.39,422,417,4,10,30,18,901,46.84,46.28,8.55
L5719,Lancaster,Manheim Twp - 19th Dist,449,280,0,729,61.59,38.41,0.00,465,244,3,12,3,727,63.96,33.56,-2.37,416,354,5,8,23,14,820,50.73,43.17,10.86
L5720,Lancaster,Manheim Twp - 20th Dist,498,595,3,1096,45.44,54.29,0.27,558,513,5,14,2,1092,51.10,46.98,-5.66,518,629,2,7,28,21,1205,42.99,52.20,2.45
L5721,Lancaster,Manheim Twp - 21st Dist,617,626,1,1244,49.60,50.32,0.08,667,548,4,21,1,1241,53.75,44.16,-4.15,615,687,7,6,53,28,1396,44.05,49.21,5.54
L5722,Lancaster,Manheim Twp - 22nd Dist,515,326,0,841,61.24,38.76,0.00,526,294,9,12,1,842,62.47,34.92,-1.23,537,421,8,7,43,17,1033,51.98,40.76,9.25
L5723,Lancaster,Manheim Twp - 23rd Dist,561,660,1,1222,45.91,54.01,0.08,656,548,5,4,0,1213,54.08,45.18,-8.17,579,709,5,8,31,14,1346,43.02,52.67,2.89
L5800,Lancaster,Manor Twp - Bethel Dist,267,223,1,491,54.38,45.42,0.20,292,194,,4,0,490,59.59,39.59,-5.21,278,304,6,5,24,14,631,44.06,48.18,10.32
L5801,Lancaster,Manor Twp - Hambright Dist,671,551,1,1223,54.87,45.05,0.08,703,485,9,20,0,1217,57.76,39.85,-2.90,634,772,8,12,62,32,1520,41.71,50.79,13.15
L5802,Lancaster,Manor Twp - Indiantown Dist,203,504,0,707,28.71,71.29,0.00,232,461,1,10,0,704,32.95,65.48,-4.24,194,581,7,3,30,17,832,23.32,69.83,5.40
L5803,Lancaster,Manor Twp - Leisure Dist,802,866,0,1668,48.08,51.92,0.00,871,755,10,24,0,1660,52.47,45.48,-4.39,822,1024,8,10,59,24,1947,42.22,52.59,5.86
L5804,Lancaster,Manor Twp - Manor New Dist,331,732,4,1067,31.02,68.60,0.37,373,675,3,10,4,1065,35.02,63.38,-4.00,315,859,10,6,27,26,1243,25.34,69.11,5.68
L5805,Lancaster,Manor Twp - Washington Boro Dist,152,503,0,655,23.21,76.79,0.00,181,460,4,9,0,654,27.68,70.34,-4.47,130,603,5,1,25,8,772,16.84,78.11,6.37
L5806,Lancaster,Manor Twp - West Lancaster Dist,552,442,0,994,55.53,44.47,0.00,603,378,4,8,0,993,60.73,38.07,-5.19,648,611,3,8,36,14,1320,49.09,46.29,6.44
L5807,Lancaster,Manor Twp - New East Dist,743,760,1,1504,49.40,50.53,0.07,812,658,7,23,0,1500,54.13,43.87,-4.73,721,904,8,9,90,24,1756,41.06,51.48,8.34
L5808,Lancaster,Manor Twp - Hershey Mill Dist,342,308,1,651,52.53,47.31,0.15,362,274,1,11,2,650,55.69,42.15,-3.16,352,397,2,10,32,16,809,43.51,49.07,9.02
L5900,Lancaster,Martic Twp - Marticville Dist,416,758,1,1175,35.40,64.51,0.09,440,717,7,12,0,1176,37.41,60.97,-2.01,384,915,8,15,48,9,1379,27.85,66.35,7.56
L5901,Lancaster,Martic Twp - Holtwood Dist,195,541,2,738,26.42,73.31,0.27,226,497,8,11,0,742,30.46,66.98,-4.04,187,741,7,8,26,9,978,19.12,75.77,7.30
L6001,Lancaster,Mount Joy Twp - Milton Grove Dist,412,733,0,1145,35.98,64.02,0.00,459,659,12,14,1,1145,40.09,57.55,-4.10,395,944,4,10,66,17,1436,27.51,65.74,8.48
L6002,Lancaster,Mount Joy Twp - Fairview,213,713,0,926,23.00,77.00,0.00,257,640,2,20,3,922,27.87,69.41,-4.87,200,816,11,10,27,23,1087,18.40,75.07,4.60
L6003,Lancaster,Mount Joy Twp - Cloverleaf,472,629,0,1101,42.87,57.13,0.00,509,557,4,30,3,1103,46.15,50.50,-3.28,435,730,3,14,58,23,1263,34.44,57.80,8.43
L6004,Lancaster,Mount Joy Twp - Hershey Road,457,744,0,1201,38.05,61.95,0.00,497,673,4,24,2,1200,41.42,56.08,-3.37,449,1024,12,12,52,23,1572,28.56,65.14,9.49
L6100,Lancaster,Paradise Twp,301,1010,0,1311,22.96,77.04,0.00,343,957,3,12,0,1315,26.08,72.78,-3.12,335,1236,11,9,54,23,1668,20.08,74.10,2.88
L6201,Lancaster,Penn Twp - Junction Dist,544,1021,0,1565,34.76,65.24,0.00,604,926,8,21,0,1559,38.74,59.40,-3.98,479,1240,15,16,71,31,1852,25.86,66.95,8.90
L6202,Lancaster,Penn Twp - South Penn Dist,398,857,1,1256,31.69,68.23,0.08,486,747,5,15,1,1254,38.76,59.57,-7.07,372,1023,9,9,43,24,1480,25.14,69.12,6.55
L6203,Lancaster,Penn Twp - Penryn,236,821,1,1058,22.31,77.60,0.09,274,768,1,11,1,1055,25.97,72.80,-3.67,256,976,7,6,21,20,1286,19.91,75.89,2.40
L6300,Lancaster,Pequea Twp - West Willow Dist,446,881,2,1329,33.56,66.29,0.15,495,808,4,20,1,1328,37.27,60.84,-3.72,415,1014,13,6,54,14,1516,27.37,66.89,6.18
L6301,Lancaster,Pequea Twp - New Danville Dist,222,583,0,805,27.58,72.42,0.00,259,532,3,7,0,801,32.33,66.42,-4.76,213,707,6,4,26,19,975,21.85,72.51,5.73
L6400,Lancaster,Providence Twp - East Dist,344,883,1,1228,28.01,71.91,0.08,378,818,10,16,1,1223,30.91,66.88,-2.89,327,1157,12,10,47,18,1571,20.81,73.65,7.20
L6401,Lancaster,Providence Twp - West Dist,271,766,0,1037,26.13,73.87,0.00,296,712,2,20,1,1031,28.71,69.06,-2.58,280,960,7,6,46,12,1311,21.36,73.23,4.78
L6501,Lancaster,Rapho Twp - Sporting Hill Dist,201,783,0,984,20.43,79.57,0.00,235,728,4,13,0,980,23.98,74.29,-3.55,187,901,12,8,37,13,1158,16.15,77.81,4.28
L6502,Lancaster,Rapho Twp - Elm Tree I Dist,183,641,3,827,22.13,77.51,0.36,217,586,6,7,3,819,26.50,71.55,-4.37,184,772,7,5,23,17,1008,18.25,76.59,3.87
L6503,Lancaster,Rapho Twp - Union Square Dist,232,885,1,1118,20.75,79.16,0.09,272,825,4,14,0,1115,24.39,73.99,-3.64,218,1066,10,10,49,19,1372,15.89,77.70,4.86
L6504,Lancaster,Rapho Twp - Elm Tree II Dist,462,820,0,1282,36.04,63.96,0.00,530,727,6,20,2,1285,41.25,56.58,-5.21,424,947,6,6,31,19,1433,29.59,66.09,6.45
L6505,Lancaster,Rapho Twp - Willow Creek Dist,461,605,0,1066,43.25,56.75,0.00,519,519,6,9,4,1057,49.10,49.10,-5.86,396,688,6,1,33,16,1140,34.74,60.35,8.51
L6600,Lancaster,Sadsbury Twp,233,570,1,804,28.98,70.90,0.12,250,550,2,4,0,806,31.02,68.24,-2.04,253,698,3,3,25,7,989,25.58,70.58,3.40
L6701,Lancaster,Salisbury Twp - Cambridge Dist,173,637,1,811,21.33,78.55,0.12,209,601,0,3,0,813,25.71,73.92,-4.38,195,817,6,5,27,12,1062,18.36,76.93,2.97
L6702,Lancaster,Salisbury Twp - Gap Dist,250,530,2,782,31.97,67.77,0.26,273,497,6,6,0,782,34.91,63.55,-2.94,246,703,10,4,26,15,1004,24.50,70.02,7.47
L6703,Lancaster,Salisbury Twp - White Horse Dist,200,709,0,909,22.00,78.00,0.00,232,666,4,8,0,910,25.49,73.19,-3.49,235,865,8,9,23,17,1157,20.31,74.76,1.69
L6800,Lancaster,Strasburg Twp,404,1046,2,1452,27.82,72.04,0.14,441,970,8,27,3,1449,30.43,66.94,-2.61,397,1181,17,9,48,24,1676,23.69,70.47,4.14
L6901,Lancaster,Warwick Twp - Brunnerville Dist,313,640,0,953,32.84,67.16,0.00,361,584,2,2,0,949,38.04,61.54,-5.20,297,737,7,7,23,18,1089,27.27,67.68,5.57
L6902,Lancaster,Warwick Twp - Kissel Hill Dist,453,613,2,1068,42.42,57.40,0.19,521,523,3,15,2,1064,48.97,49.15,-6.55,418,627,1,6,33,30,1115,37.49,56.23,4.93
L6903,Lancaster,Warwick Twp - Rothsville Dist,320,580,1,901,35.52,64.37,0.11,342,528,3,21,0,894,38.26,59.06,-2.74,328,708,5,9,44,28,1122,29.23,63.10,6.28
L6904,Lancaster,Warwick Twp - Woodcrest Dist,410,399,0,809,50.68,49.32,0.00,427,360,6,14,1,808,52.85,44.55,-2.17,382,486,9,7,42,13,939,40.68,51.76,10.00
L6905,Lancaster,Warwick Twp - Clay Newport Dist,557,679,1,1237,45.03,54.89,0.08,609,591,8,29,1,1238,49.19,47.74,-4.16,558,882,11,10,67,24,1552,35.95,56.83,9.07
L6906,Lancaster,Warwick Twp - Hilltop Manor Dist,206,438,0,644,31.99,68.01,0.00,235,397,3,5,1,641,36.66,61.93,-4.67,196,518,5,2,29,8,758,25.86,68.34,6.13
L6908,Lancaster,Warwick Twp - Millport Dist,217,451,0,668,32.49,67.51,0.00,237,414,5,12,0,668,35.48,61.98,-2.99,193,540,1,5,33,12,784,24.62,68.88,7.87
L6909,Lancaster,Warwick Twp - Newport West Dist,455,655,1,1111,40.95,58.96,0.09,496,588,2,21,0,1107,44.81,53.12,-3.85,443,807,10,14,47,19,1340,33.06,60.22,7.89
L6910,Lancaster,Warwick Twp - Southwest Dist,557,717,1,1275,43.69,56.24,0.08,648,600,7,14,0,1269,51.06,47.28,-7.38,468,678,3,4,46,18,1217,38.46,55.71,5.23
Y21-1-0-0,York,Chanceford Township 1,307,777,1,1085,28.29,71.61,0.09,365,695,9,13,0,1082,33.73,64.23,-5.44,246,980,7,7,34,4,1278,19.25,76.68,9.05
Y21-2-0-0,York,Chanceford Township 2,83,324,0,407,20.39,79.61,0.00,93,308,3,2,0,406,22.91,75.86,-2.51,84,401,4,0,11,3,503,16.70,79.72,3.69
Y21-3-0-0,York,Chanceford Township 3,181,526,1,708,25.56,74.29,0.14,202,490,8,10,1,711,28.41,68.92,-2.85,156,666,7,1,27,14,871,17.91,76.46,7.65
Y22-1-0-0,York,Codorus Township 1,156,396,1,553,28.21,71.61,0.18,164,372,5,11,0,552,29.71,67.39,-1.50,120,501,3,14,18,4,660,18.18,75.91,10.03
Y22-2-0-0,York,Codorus Township 2,168,417,0,585,28.72,71.28,0.00,200,369,3,11,0,583,34.31,63.29,-5.59,150,533,6,7,18,7,721,20.80,73.93,7.91
Y22-3-0-0,York,Codorus Township 3,199,362,0,561,35.47,64.53,0.00,222,331,5,3,1,562,39.50,58.90,-4.03,193,458,4,5,12,11,683,28.26,67.06,7.21
Y25-0-0-0,York,East Hopewell Township,295,777,0,1072,27.52,72.48,0.00,322,739,4,10,0,1075,29.95,68.74,-2.43,285,1000,8,10,37,8,1348,21.14,74.18,6.38
Y28-0-0-0,York,Fawn Township,226,949,2,1177,19.20,80.63,0.17,241,907,5,19,1,1173,20.55,77.32,-1.34,229,1268,4,9,38,7,1555,14.73,81.54,4.47
Y30-0-0-0,York,Heidelberg Township,350,920,0,1270,27.56,72.44,0.00,407,844,5,11,0,1267,32.12,66.61,-4.56,357,1145,3,7,25,11,1548,23.06,73.97,4.50
Y31-1-0-0,York,Hellam Township 1,392,771,0,1163,33.71,66.29,0.00,461,686,6,8,1,1162,39.67,59.04,-5.97,361,973,8,13,54,9,1418,25.46,68.62,8.25
Y31-2-0-0,York,Hellam Township 2,455,921,2,1378,33.02,66.84,0.15,524,823,10,12,3,1372,38.19,59.99,-5.17,464,1174,10,11,52,14,1725,26.90,68.06,6.12
Y32-0-0-0,York,Hopewell Township,692,1720,1,2413,28.68,71.28,0.04,773,1599,6,31,2,2411,32.06,66.32,-3.38,710,2206,14,17,77,25,3049,23.29,72.35,5.39
Y33-1-0-0,York,Jackson Township 1,474,1086,2,1562,30.35,69.53,0.13,561,976,9,23,2,1571,35.71,62.13,-5.36,496,1343,11,5,46,14,1915,25.90,70.13,4.44
Y33-2-0-0,York,Jackson Township 2,532,979,1,1512,35.19,64.75,0.07,583,917,7,13,0,1520,38.36,60.33,-3.17,491,1334,6,7,50,11,1899,25.86,70.25,9.33
Y34-1-0-0,York,Lower Chanceford Township 1,107,305,1,413,25.91,73.85,0.24,110,293,3,5,1,412,26.70,71.12,-0.79,96,383,0,2,12,6,499,19.24,76.75,6.67
Y34-2-0-0,York,Lower Chanceford Township 2,118,462,2,582,20.27,79.38,0.34,132,447,2,2,1,584,22.60,76.54,-2.33,121,585,5,2,18,4,735,16.46,79.59,3.81
Y35-1-0-0,York,Lower Windsor Township 1,139,328,0,467,29.76,70.24,0.00,165,298,2,1,1,467,35.33,63.81,-5.57,136,404,4,1,18,6,569,23.90,71.00,5.86
Y35-2-0-0,York,Lower Windsor Township 2,300,674,0,974,30.80,69.20,0.00,338,619,7,12,1,977,34.60,63.36,-3.79,311,876,6,12,19,10,1234,25.20,70.99,5.60
Y35-3-0-0,York,Lower Windsor Township 3,363,1007,1,1371,26.48,73.45,0.07,443,908,1,18,1,1371,32.31,66.23,-5.84,358,1350,4,14,41,8,1775,20.17,76.06,6.31
Y37-0-0-0,York,Manheim Township,394,1115,3,1512,26.06,73.74,0.20,419,1063,8,18,2,1510,27.75,70.40,-1.69,380,1356,8,11,60,16,1831,20.75,74.06,5.30
Y40-1-0-0,York,North Codorus Township 1,770,1574,1,2345,32.84,67.12,0.04,904,1407,10,30,3,2354,38.40,59.77,-5.57,783,1997,12,14,83,23,2912,26.89,68.58,5.95
Y40-2-0-0,York,North Codorus Township 2,377,1021,1,1399,26.95,72.98,0.07,468,893,7,17,1,1386,33.77,64.43,-6.82,331,1354,6,8,37,28,1764,18.76,76.76,8.18
Y41-0-0-0,York,North Hopewell Township,258,914,1,1173,21.99,77.92,0.09,318,839,6,12,0,1175,27.06,71.40,-5.07,275,1100,8,10,37,11,1441,19.08,76.34,2.91
Y42-0-0-0,York,Paradise Township,370,1127,0,1497,24.72,75.28,0.00,444,1030,10,16,1,1501,29.58,68.62,-4.86,370,1329,9,9,61,16,1794,20.62,74.08,4.09
Y43-0-0-0,York,Peach Bottom Township,390,1317,2,1709,22.82,77.06,0.12,403,1276,11,26,1,1717,23.47,74.32,-0.65,358,1757,13,10,53,13,2204,16.24,79.72,6.58
Y44-1-0-0,York,Penn Township 1,517,959,1,1477,35.00,64.93,0.07,614,839,11,11,1,1476,41.60,56.84,-6.60,548,1205,11,13,54,18,1849,29.64,65.17,5.37
Y44-2-0-0,York,Penn Township 2,483,1036,1,1520,31.78,68.16,0.07,556,938,7,21,2,1524,36.48,61.55,-4.71,446,1347,8,10,67,22,1900,23.47,70.89,8.30
Y44-3-0-0,York,Penn Township 3,294,426,1,721,40.78,59.08,0.14,305,396,10,9,0,720,42.36,55.00,-1.58,285,670,1,10,36,15,1017,28.02,65.88,12.75
Y44-4-0-0,York,Penn Township 4,700,1404,3,2107,33.22,66.64,0.14,830,1233,18,28,0,2109,39.36,58.46,-6.13,747,1913,12,24,82,26,2804,26.64,68.22,6.58
Y45-1-0-0,York,Shrewsbury Township 1,367,795,0,1162,31.58,68.42,0.00,405,737,6,16,1,1165,34.76,63.26,-3.18,379,1010,5,18,40,6,1458,25.99,69.27,5.59
Y45-2-0-0,York,Shrewsbury Township 2,744,1288,0,2032,36.61,63.39,0.00,787,1207,7,30,2,2033,38.71,59.37,-2.10,733,1577,11,13,78,22,2434,30.12,64.79,6.50
Y47-0-0-0,York,Springfield Township,1014,1654,4,2672,37.95,61.90,0.15,1080,1544,19,27,3,2673,40.40,57.76,-2.45,1017,1972,12,24,76,22,3123,32.56,63.14,5.38
Y52-0-0-0,York,West Manheim Township,980,2162,2,3144,31.17,68.77,0.06,1087,1993,19,41,4,3144,34.57,63.39,-3.40,977,2797,10,21,92,32,3929,24.87,71.19,6.30
Y53-1-0-0,York,Windsor Township 1,901,1497,5,2403,37.49,62.30,0.21,1069,1309,15,20,3,2416,44.25,54.18,-6.75,825,1810,7,14,81,32,2769,29.79,65.37,7.70
Y53-2-0-0,York,Windsor Township 2,401,999,0,1400,28.64,71.36,0.00,494,866,13,28,2,1403,35.21,61.72,-6.57,404,1250,6,12,60,16,1748,23.11,71.51,5.53
Y53-3-0-0,York,Windsor Township 3,577,1017,0,1594,36.20,63.80,0.00,653,907,10,22,0,1592,41.02,56.97,-4.82,573,1343,13,16,71,21,2037,28.13,65.93,8.07
Y53-4-0-0,York,Windsor Township 4,708,1229,2,1939,36.51,63.38,0.10,812,1094,5,21,3,1935,41.96,56.54,-5.45,716,1533,4,15,78,14,2360,30.34,64.96,6.17
Y54-0-2-1,York,York Township 2-1,356,504,0,860,41.40,58.60,0.00,415,435,5,3,1,859,48.31,50.64,-6.92,344,621,8,10,36,14,1033,33.30,60.12,8.09
Y54-0-2-2,York,York Township 2-2,206,445,1,652,31.60,68.25,0.15,264,376,1,10,1,652,40.49,57.67,-8.90,222,542,8,5,29,11,817,27.17,66.34,4.42
Y54-0-2-3,York,York Township 2-3,384,658,2,1044,36.78,63.03,0.19,441,576,7,19,0,1043,42.28,55.23,-5.50,440,841,2,8,44,15,1350,32.59,62.30,4.19
Y55-0-0-0,York,Cross Roads Borough,50,165,0,215,23.26,76.74,0.00,56,157,1,2,0,216,25.93,72.69,-2.67,55,219,2,1,2,4,283,19.43,77.39,3.82
Y56-0-1-0,York,Dallastown Borough 1,248,318,0,566,43.82,56.18,0.00,252,294,7,13,1,567,44.44,51.85,-0.63,272,495,3,12,42,12,836,32.54,59.21,11.28
Y56-0-2-0,York,Dallastown Borough 2,298,425,1,724,41.16,58.70,0.14,329,375,11,9,1,725,45.38,51.72,-4.22,266,583,2,15,41,16,923,28.82,63.16,12.34
Y57-0-0-0,York,Delta Borough,51,172,1,224,22.77,76.79,0.45,56,164,1,3,1,225,24.89,72.89,-2.12,62,228,1,1,7,0,299,20.74,76.25,2.03
Y60-0-0-0,York,East Prospect Borough,100,229,0,329,30.40,69.60,0.00,126,193,1,5,1,326,38.65,59.20,-8.26,81,289,3,3,21,7,404,20.05,71.53,10.35
Y61-0-0-0,York,Fawn Grove Borough,55,131,0,186,29.57,70.43,0.00,56,128,2,2,0,188,29.79,68.09,-0.22,59,158,1,1,12,0,231,25.54,68.40,4.03
Y62-0-0-0,York,Felton Borough,26,144,0,170,15.29,84.71,0.00,33,138,0,1,0,172,19.19,80.23,-3.89,28,173,3,5,7,5,221,12.67,78.28,2.62
Y64-0-0-0,York,Glen Rock Borough,301,460,1,762,39.50,60.37,0.13,327,414,4,18,2,765,42.75,54.12,-3.24,301,632,6,12,27,10,988,30.47,63.97,9.04
Y66-0-0-0,York,Hallam Borough,417,516,2,935,44.60,55.19,0.21,461,449,5,19,1,935,49.30,48.02,-4.71,447,707,9,19,61,13,1256,35.59,56.29,9.01
Y67-0-1-0,York,Hanover Borough 1,452,618,1,1071,42.20,57.70,0.09,513,550,6,14,0,1083,47.37,50.78,-5.16,466,871,6,21,55,17,1436,32.45,60.65,9.75
Y67-0-2-0,York,Hanover Borough 2,545,953,1,1499,36.36,63.58,0.07,646,841,5,9,3,1504,42.95,55.92,-6.59,582,1223,3,16,38,15,1877,31.01,65.16,5.35
Y67-0-3-0,York,Hanover Borough 3,324,479,0,803,40.35,59.65,0.00,351,422,7,21,2,803,43.71,52.55,-3.36,349,692,8,8,34,12,1103,31.64,62.74,8.71
Y67-0-4-0,York,Hanover Borough 4,332,389,1,722,45.98,53.88,0.14,343,348,12,15,3,721,47.57,48.27,-1.59,374,611,2,18,31,9,1045,35.79,58.47,10.19
Y67-0-5-0,York,Hanover Borough 5,327,455,0,782,41.82,58.18,0.00,353,415,2,9,2,781,45.20,53.14,-3.38,332,643,6,14,47,11,1053,31.53,61.06,10.29
Y72-0-0-0,York,Jacobus Borough,286,516,2,804,35.57,64.18,0.25,339,467,7,8,3,824,41.14,56.67,-5.57,298,662,4,5,31,8,1008,29.56,65.67,6.01
Y73-0-0-0,York,Jefferson Borough,71,169,0,240,29.58,70.42,0.00,84,149,3,5,0,241,34.85,61.83,-5.27,81,236,2,2,6,4,331,24.47,71.30,5.11
Y75-0-0-0,York,Loganville Borough,190,371,0,561,33.87,66.13,0.00,221,327,5,11,0,564,39.18,57.98,-5.32,180,419,3,3,21,7,633,28.44,66.19,5.43
Y78-0-0-0,York,New Freedom Borough,833,1372,4,2209,37.71,62.11,0.18,919,1248,11,30,3,2211,41.56,56.45,-3.86,836,1678,9,26,104,39,2692,31.05,62.33,6.65
Y79-0-0-0,York,New Salem Borough,117,223,0,340,34.41,65.59,0.00,138,196,3,3,1,341,40.47,57.48,-6.06,118,284,2,2,6,5,417,28.30,68.11,6.11
Y81-0-0-0,York,Railroad Borough,32,57,0,89,35.96,64.04,0.00,38,49,1,1,0,89,42.70,55.06,-6.74,33,55,1,1,3,3,96,34.38,57.29,1.58
Y82-0-1-0,York,Red Lion Borough 1,164,288,0,452,36.28,63.72,0.00,185,260,3,5,0,453,40.84,57.40,-4.56,171,415,5,3,28,12,634,26.97,65.46,9.31
Y82-0-2-0,York,Red Lion Borough 2,224,348,1,573,39.09,60.73,0.17,239,320,3,12,0,574,41.64,55.75,-2.55,234,497,6,19,35,11,802,29.18,61.97,9.92
Y82-0-3-0,York,Red Lion Borough 3,369,465,2,836,44.14,55.62,0.24,396,414,5,19,1,835,47.43,49.58,-3.29,313,679,5,15,58,20,1090,28.72,62.29,15.42
Y83-0-0-0,York,Seven Valleys Borough,1975,84,0,2059,95.92,4.08,0.00,69,103,1,4,0,177,38.98,58.19,,44,150,2,0,13,3,212,20.75,70.75,75.17
Y84-0-0-0,York,Shrewsbury Borogh,599,1038,1,1638,36.57,63.37,0.06,649,970,7,13,1,1640,39.57,59.15,-3.00,615,1302,2,10,48,9,1986,30.97,65.56,5.60
Y85-0-0-0,York,Spring Grove Borough,270,464,0,734,36.78,63.22,0.00,324,393,4,14,0,735,44.08,53.47,-7.30,278,681,1,7,33,14,1014,27.42,67.16,9.37
Y86-0-0-0,York,Stewartstown Borough,284,564,0,848,33.49,66.51,0.00,322,503,9,13,0,847,38.02,59.39,-4.53,289,699,7,3,39,16,1053,27.45,66.38,6.05
Y89-0-0-0,York,Windsor Borough,103,222,0,325,31.69,68.31,0.00,111,203,4,8,0,326,34.05,62.27,-2.36,99,310,2,0,19,0,430,23.02,72.09,8.67
Y90-0-0-0,York,Winterstown Borough,60,177,1,238,25.21,74.37,0.42,76,159,2,2,0,239,31.80,66.53,-6.59,64,234,1,3,7,2,311,20.58,75.24,4.63
Y91-0-1-0,York,Wrightsville Borough 1,77,128,0,205,37.56,62.44,0.00,81,115,2,5,0,203,39.90,56.65,-2.34,77,172,0,2,8,2,261,29.50,65.90,8.06
Y91-0-2-0,York,Wrightsville Borough 2,102,145,0,247,41.30,58.70,0.00,109,129,0,9,0,247,44.13,52.23,-2.83,103,186,0,4,13,5,311,33.12,59.81,8.18
Y91-0-3-0,York,Wrightsville Borough 3,114,183,0,297,38.38,61.62,0.00,117,174,1,4,0,296,39.53,58.78,-1.14,113,249,4,2,12,2,382,29.58,65.18,8.80
Y93-0-0-0,York,Yorkana Borough,32,71,0,103,31.07,68.93,0.00,34,66,3,0,0,103,33.01,64.08,-1.94,25,86,0,3,5,1,120,20.83,71.67,10.23
